name,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
org.apache.ivy.plugins.resolver.VsftpResolver,11,2,0,8,17,2,8,8,6,0.4828621,240,0.0,0,1.0,0.7362944,1,0,7.538739,8,3.296463,2
org.apache.ivy.core.report.DownloadReport,43,3,1,8,33,131,1,8,9,1.0511189,222,1.0,0,0.0,0.7115242,0,0,2.088305,2,1.358176,0
org.apache.ivy.plugins.repository.vsftp.VsftpRepository,2,1,0,3,42,2,2,1,16,0.5550142,71,1.0,1,0.8790126,0.5650814,0,0,51.974183,2,0.978375,0
org.apache.ivy.core.event.retrieve.EndRetrieveEvent,37,1,0,13,72,33,1,21,14,1.6652267,271,1.0,0,0.0,0.4656995,0,0,52.086706,11,1.21213,1
org.apache.ivy.plugins.resolver.IBiblioResolver,47,1,0,17,33,132,14,3,4,0.9993801,89,0.0,0,0.0,0.2357942,1,2,6.308418,4,1.255259,0
org.apache.ivy.plugins.trigger.AbstractTrigger,13,3,1,20,15,14,1,5,13,1.2727626,176,1.0,3,0.9236821,0.1614703,1,0,14.565626,3,3.047049,0
org.apache.ivy.plugins.conflict.RegexpConflictManager,12,2,0,33,61,1,6,0,6,0.2961095,53,0.0,2,0.6892088,0.3357789,2,0,4.2432,6,1.419515,0
org.apache.ivy.core.event.resolve.ResolveEvent,11,1,0,6,15,19,2,7,5,1.2223543,663,1.0,0,0.0,0.454129,0,0,19.063473,1,7.099155,0
org.apache.ivy.core.deliver.DeliverOptions,15,2,1,15,61,114,5,11,2,1.6574025,77,0.0,0,0.0367757,0.4120519,0,0,4.854105,2,0.338034,0
org.apache.ivy.plugins.circular.AbstractCircularDependencyStrategy,9,1,0,59,51,24,14,29,12,1.2254012,286,0.0,0,0.9740336,0.5476658,2,0,14.052938,5,0.96542,1
org.apache.ivy.core.sort.ModuleDescriptorSorter,23,1,1,12,26,70,4,6,4,1.2505542,266,1.0,1,0.906978,0.4241437,4,0,26.665942,1,1.617862,0
org.apache.ivy.core.retrieve.RetrieveEngine,25,1,0,28,39,87,6,7,11,1.6762653,181,0.0,0,0.0,0.7818578,0,0,7.050122,2,0.517272,1
org.apache.ivy.plugins.repository.vfs.VfsRepository,11,2,0,11,119,202,7,5,9,1.6708925,510,1.0,0,0.0,0.1225781,0,0,13.199876,4,1.63694,3
org.apache.ivy.plugins.latest.LatestRevisionStrategy,16,1,1,16,15,226,4,65,3,1.8153573,129,1.0,2,0.0,0.832516,0,0,11.918899,1,0.510044,0
org.apache.ivy.ant.IvyCacheTask,24,5,0,9,43,32,11,2,5,1.433373,328,1.0,2,0.0,0.70096,0,0,17.789706,1,0.338606,0
org.apache.ivy.ant.IvyCachePath,6,6,0,5,38,20,18,4,8,1.0877088,597,1.0,0,0.0,0.6985604,0,3,11.425006,1,0.430415,0
org.apache.ivy.plugins.conflict.LatestCompatibleConflictManager,17,1,6,6,26,459,5,4,4,1.2350706,201,1.0,3,0.0,0.5491629,2,0,85.217154,1,0.200293,0
org.apache.ivy.plugins.parser.xml.XmlModuleDescriptorWriter,3,4,0,11,14,75,2,9,9,0.7578257,151,1.0,0,0.8666043,0.2173644,1,0,7.986406,8,1.723765,0
org.apache.ivy.util.extendable.ExtendableItemHelper,2,3,0,5,18,3,2,4,1,0.4836064,92,0.0,3,0.0,0.4999578,0,2,3.12711,2,0.414975,0
org.apache.ivy.plugins.resolver.FileSystemResolver,3,1,0,11,41,31,3,3,3,1.8268777,343,1.0,5,0.8302698,0.4067032,0,0,135.559644,2,1.724707,0
org.apache.ivy.plugins.parser.m2.PomModuleDescriptorWriter,12,1,1,15,111,34,9,5,12,1.1732342,153,0.0,1,0.0,0.4723666,1,0,25.378654,1,1.24082,0
org.apache.ivy.ant.IvyMakePom,13,4,1,36,18,655,3,3,46,1.7923787,341,0.0,1,0.0,0.6605418,0,6,32.425249,3,0.410317,0
org.apache.ivy.plugins.conflict.FixedConflictManager,14,1,0,20,79,29,6,9,2,0.5797095,293,1.0,0,0.0,0.4359626,0,4,36.237066,5,0.409965,2
org.apache.ivy.core.cache.ModuleDescriptorProvider,15,1,0,2,14,32,7,2,4,1.9017036,114,0.0,3,0.0,0.1870224,2,0,4.754595,1,0.345438,0
org.apache.ivy.util.cli.Option,17,2,0,24,57,34,9,6,6,1.2709218,873,1.0,2,0.5485973,0.807588,0,1,35.535225,6,0.365652,1
org.apache.ivy.plugins.matcher.AnyMatcher,3,3,0,17,26,194,16,4,7,1.2224108,405,1.0,2,0.9694491,0.4553714,0,0,6.434381,4,1.080544,0
org.apache.ivy.plugins.namespace.MRIDRule,5,1,0,21,24,1,2,15,6,1.6186278,133,1.0,0,1.0,0.5317099,0,0,7.693153,1,0.456655,0
org.apache.ivy.util.FileUtil,23,1,0,33,37,4,1,4,5,1.0331316,137,1.0,0,0.0,0.1636975,1,0,23.07307,1,0.667266,0
org.apache.ivy.plugins.resolver.AbstractSshBasedResolver,13,2,0,8,56,92,4,9,4,0.8531273,829,1.0,0,0.0,0.6729902,0,0,23.452669,2,0.671724,1
org.apache.ivy.plugins.repository.vsftp.VsftpResource,8,1,0,17,12,18,23,7,4,1.9343315,394,1.0,1,0.0,0.5247045,0,0,3.991178,3,0.852385,0
org.apache.ivy.core.module.descriptor.DefaultDependencyArtifactDescriptor,7,2,0,25,53,122,6,7,3,1.3431554,73,0.0,3,0.8962629,0.6145871,0,0,8.200883,1,0.779843,0
org.apache.ivy.plugins.conflict.StrictConflictException,16,3,1,13,60,638,30,2,2,1.4552554,391,0.0,2,0.8664046,0.4660629,0,0,24.149516,2,5.251414,1
org.apache.ivy.ant.IvyReport,5,2,0,12,17,121,7,19,3,0.5988601,59,1.0,3,0.7706799,0.4875774,0,0,10.807811,0,0.244653,0
org.apache.ivy.plugins.repository.file.FileResource,13,1,0,6,14,9,10,2,2,0.4680262,496,0.0,0,0.0,0.653202,0,0,15.436802,2,0.628852,0
org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor,12,3,0,10,123,7,54,3,56,0.6267265,488,0.0,1,0.8720299,0.4225709,2,0,18.996978,3,0.377521,1
org.apache.ivy.plugins.parser.xml.XmlModuleDescriptorParser,13,3,0,31,60,9,3,5,5,1.8922291,164,1.0,3,0.8280903,0.5936392,0,3,14.17391,6,2.514586,2
org.apache.ivy.core.event.IvyEvent,5,1,0,9,10,59,15,1,15,0.6982051,35,0.0,1,0.0,0.1594513,0,1,8.229986,6,0.967612,0
org.apache.ivy.plugins.latest.AbstractLatestStrategy,8,1,0,17,15,284,29,2,13,0.5658536,137,1.0,0,0.0,0.6898553,3,0,2.836824,4,3.195532,0
org.apache.ivy.util.filter.FilterHelper,8,2,0,26,12,250,9,8,10,1.2269222,146,1.0,0,0.894358,0.3265016,0,0,16.008355,3,0.680223,0
org.apache.ivy.core.module.descriptor.Artifact,3,1,0,21,84,5,1,2,3,1.8281638,179,0.0,2,0.0,0.7468306,0,0,46.630505,5,1.083423,0
org.apache.ivy.plugins.resolver.SshResolver,2,3,0,53,44,243,3,6,8,1.8776752,540,1.0,1,0.6009125,0.6178333,0,1,34.841989,2,1.804715,0
org.apache.ivy.plugins.repository.file.FileRepository,42,2,0,27,204,439,12,10,1,1.0192321,164,0.0,3,0.0,0.8497088,0,0,5.638297,3,0.198439,3
org.apache.ivy.core.resolve.ResolveData,8,1,0,62,19,22,2,2,5,1.7186092,788,0.0,1,0.4772077,0.2882751,0,0,10.151095,1,0.740298,0
org.apache.ivy.core.module.descriptor.ModuleDescriptor,8,1,0,14,60,337,22,2,29,1.8089002,534,1.0,1,0.0,0.7627859,1,2,7.738813,2,1.498867,0
org.apache.ivy.plugins.parser.ModuleDescriptorParserRegistry,5,1,1,9,11,4,0,11,7,1.4475043,284,0.0,0,0.8030666,0.5880235,1,0,0.839734,8,4.358064,0
org.apache.ivy.ant.IvyRepositoryReport,6,1,0,15,44,33,18,5,2,0.1840845,252,0.0,0,0.0,0.5457764,2,0,3.914756,3,1.248126,0
org.apache.ivy.util.MessageLoggerHelper,2,1,0,3,8,25,1,43,1,0.3759946,83,0.0,0,0.9372461,0.3380547,0,0,50.552437,1,0.806333,0
org.apache.ivy.ant.IvyInfo,5,2,1,32,91,16,1,4,2,1.4090152,158,1.0,3,0.4771567,0.8534995,0,0,13.818448,1,0.650946,0
org.apache.ivy.core.install.InstallEngine,4,1,0,12,28,70,2,5,14,1.5431469,476,1.0,0,0.2961512,0.773063,0,0,13.507328,4,1.919034,0
org.apache.ivy.util.extendable.UnmodifiableExtendableItem,14,4,0,27,78,59,31,9,5,1.2441832,874,1.0,3,0.7587524,0.7383499,0,0,15.168958,3,0.742087,1
org.apache.ivy.core.event.publish.PublishEvent,9,2,0,3,95,44,24,2,2,0.254369,420,1.0,1,0.0,0.3493759,3,0,4.095696,2,0.904244,0
org.apache.ivy.plugins.resolver.util.ResolverHelper,7,1,0,15,19,168,1,7,20,1.4488279,149,0.0,0,0.6218195,0.7314858,0,0,26.093562,6,0.780634,0
org.apache.ivy.plugins.repository.LazyResource,5,1,0,18,16,42,6,45,17,1.3744727,335,1.0,0,0.0,0.753115,0,1,34.56508,2,0.382187,0
org.apache.ivy.util.AbstractMessageLogger,3,1,0,27,34,110,4,5,4,1.7637847,582,1.0,2,0.0,0.9000194,0,1,7.781923,3,0.858295,0
org.apache.ivy.core.sort.SortEngine,7,3,0,40,24,41,1,13,4,1.8993754,179,1.0,0,0.0,0.833282,1,0,19.673017,1,0.439191,0
org.apache.ivy.core.module.id.ArtifactRevisionId,11,1,1,6,40,52,8,7,36,1.6194416,126,1.0,2,0.4209609,0.3765346,0,2,6.132898,0,1.229407,0
org.apache.ivy.plugins.repository.ssh.Scp,53,1,1,9,18,29,9,17,5,0.5877726,274,1.0,1,0.0,0.708849,4,4,9.105693,17,1.44535,0
org.apache.ivy.util.PropertiesFile,8,3,0,9,29,40,7,40,10,1.4462935,136,0.0,0,0.6205274,0.2337929,1,0,11.323602,1,1.212649,0
org.apache.ivy.core.cache.ModuleDescriptorMemoryCache,10,1,1,5,10,3,2,2,10,0.4155012,143,1.0,2,0.0,0.3359262,1,0,6.644691,1,2.559574,0
org.apache.ivy.plugins.version.VersionMatcher,30,2,2,57,35,57,3,9,57,1.814703,636,1.0,1,0.0,0.6454468,2,0,44.253552,4,0.510329,2
org.apache.ivy.util.filter.NoFilter,15,2,0,13,69,77,35,20,1,1.9331318,380,1.0,2,0.0,0.4519669,0,5,117.671912,21,2.242573,1
org.apache.ivy.core.cache.CacheMetadataOptions,5,2,1,9,41,1454,39,1,6,1.3184161,163,1.0,1,0.0,0.7151287,0,4,6.216217,1,2.856839,0
org.apache.ivy.plugins.resolver.ResolverSettings,7,2,0,18,44,23,1,31,9,1.0738022,453,1.0,0,0.7301588,0.7002111,0,1,7.554755,4,0.952537,2
org.apache.ivy.plugins.repository.TransferListener,4,2,0,17,30,80,3,3,7,1.9912872,78,0.0,0,0.0,0.7719122,0,0,3.057047,2,0.451297,0
org.apache.ivy.plugins.parser.ModuleDescriptorParser,28,3,0,12,22,113,1,3,18,0.1760344,207,1.0,1,0.0,0.6771362,0,0,6.22001,2,0.970123,0
org.apache.ivy.core.check.CheckEngine,15,1,0,10,68,9,9,7,4,1.5531956,343,1.0,1,0.0,0.4962591,1,0,121.229015,2,0.302638,0
org.apache.ivy.plugins.repository.url.URLRepository,29,1,0,15,82,167,2,20,1,0.3598866,416,1.0,2,0.0,0.8344217,2,0,21.161517,9,1.095368,1
org.apache.ivy.core.resolve.ResolveProcessException,1,1,0,10,19,137,4,34,5,1.8965381,952,1.0,0,0.0,0.3947314,0,0,6.669282,0,2.287902,0
org.apache.ivy.plugins.circular.CircularDependencyHelper,12,2,0,56,18,5,28,2,5,0.6613621,117,1.0,0,0.0,0.7426196,0,0,4.702478,1,3.907222,0
org.apache.ivy.util.ChecksumHelper,10,5,0,8,9,0,3,1,6,1.5418531,139,0.0,0,0.6736546,0.7643735,0,3,14.855819,12,0.321677,0
org.apache.ivy.util.cli.CommandLine,12,5,0,12,31,260,7,16,5,1.9181183,570,0.0,0,0.0,0.5008414,0,0,10.569757,2,0.435542,1
org.apache.ivy.plugins.resolver.util.FileURLLister,3,1,0,17,9,31,37,10,2,1.8452846,499,0.0,0,0.630529,0.5540853,3,0,47.269201,3,1.655626,0
org.apache.ivy.core.sort.SimpleSortEngineSettings,19,2,1,4,19,98,2,10,3,0.4636417,162,0.0,5,0.0,0.419567,1,0,9.501194,2,4.152511,0
org.apache.ivy.util.HostUtil,19,1,0,3,23,33,17,6,5,0.8602981,282,1.0,2,0.4074757,0.3657253,2,0,7.571848,1,0.251127,0
org.apache.ivy.core.search.OrganisationEntry,4,4,0,16,22,11,4,1,4,0.9634195,83,1.0,0,0.7565229,0.5812529,0,4,6.947522,5,1.942137,0
org.apache.ivy.plugins.version.SubVersionMatcher,5,1,0,6,20,51,2,2,15,1.8096806,107,1.0,2,0.0,0.6725985,0,0,85.517577,1,2.317583,0
org.apache.ivy.plugins.resolver.SFTPResolver,11,1,0,11,19,64,4,2,2,1.9935362,203,1.0,0,0.7334375,0.8906972,1,4,5.301753,4,0.680606,0
org.apache.ivy.core.install.InstallEngineSettings,21,2,0,8,60,12,14,0,1,1.5196149,527,0.0,3,0.0,0.8306205,0,4,9.676858,4,0.563921,0
org.apache.ivy.core.module.status.Status,11,2,0,22,221,88,19,15,3,1.8215987,597,1.0,0,0.0,0.7859082,2,0,22.398231,7,0.295924,1
org.apache.ivy.tools.analyser.JarModuleFinder,3,1,0,3,4,9,5,7,6,0.868287,1381,1.0,4,0.6199483,0.8209599,0,0,19.432196,3,2.294001,0
org.apache.ivy.core.event.download.StartArtifactDownloadEvent,11,1,0,31,26,250,4,3,2,0.6717329,88,0.0,2,0.0,0.6892501,0,0,5.716188,5,1.864309,0
org.apache.ivy.core.event.retrieve.StartRetrieveEvent,14,2,0,7,21,55,1,1,10,0.7784329,247,0.0,3,0.0,0.4127231,0,1,3.167201,0,1.435373,0
org.apache.ivy.ant.IvyResolve,7,2,0,1,22,17,3,41,4,1.3974215,1822,0.0,2,0.3292212,0.6349644,0,0,24.521431,3,0.843794,0
org.apache.ivy.plugins.resolver.DualResolver,3,1,0,12,37,9,2,1,5,1.8646593,75,0.0,1,0.5442407,0.8525187,1,4,37.744462,14,5.872517,0
org.apache.ivy.plugins.resolver.packager.PackagerCacheEntry,3,1,2,15,27,86,0,5,7,0.8153206,156,1.0,0,1.0,0.562014,0,0,20.802079,1,2.504863,0
org.apache.ivy.core.event.download.PrepareDownloadEvent,18,1,0,20,69,20,25,21,8,0.4010831,290,1.0,0,0.7763151,0.6100558,0,0,8.931674,1,2.96897,2
org.apache.ivy.plugins.matcher.AbstractPatternMatcher,8,2,0,9,36,7,121,2,5,0.8213804,216,0.0,0,0.0,0.8468705,0,1,3.213934,3,0.892412,0
org.apache.ivy.plugins.resolver.URLResolver,3,2,1,15,14,10,4,1,14,0.8073231,347,0.0,0,0.9447441,0.3390648,2,0,6.622904,3,0.339978,0
org.apache.ivy.plugins.resolver.packager.BuiltFileResource,29,4,0,55,48,30,43,9,79,0.2605816,1380,0.0,3,0.0,0.5004704,0,0,25.253284,8,0.424452,1
org.apache.ivy.Ivy14,13,2,0,35,26,59,1,3,3,1.4330867,1072,1.0,0,0.0,0.4521064,3,0,15.710562,1,0.600545,2
org.apache.ivy.ant.IvyInstall,225,1,0,5,9,13,6,0,5,1.3789248,137,0.0,0,0.9386519,0.3524192,0,4,7.03563,1,2.711474,0
org.apache.ivy.ant.IvyAntVariableContainer,14,1,0,23,17,124,2,4,4,1.0563776,129,0.0,1,0.0,0.6709797,0,2,5.375554,4,0.812168,0
org.apache.ivy.util.MemoryUtil,9,1,0,31,24,6,21,2,11,1.0331495,304,0.0,2,0.0,0.6560993,3,0,12.944922,2,0.363052,0
org.apache.ivy.core.event.IvyEventFilter,37,1,0,58,45,30,11,32,2,1.7592605,380,0.0,0,0.0,0.3743458,0,0,27.6873,5,3.417325,1
org.apache.ivy.plugins.resolver.BasicResolver,15,2,0,13,40,387,16,21,1,1.7643549,369,1.0,0,0.0,0.85351,0,6,20.53643,8,3.032358,2
org.apache.ivy.plugins.parser.m2.DefaultPomDependencyMgt,32,2,0,21,97,18,2,8,43,0.5844422,491,0.0,4,0.0,0.7182583,0,0,4.177612,1,0.483051,0
org.apache.ivy.core.module.status.StatusManager,25,1,0,6,151,44,11,3,13,1.2705045,542,0.0,0,0.7369325,0.9451711,0,0,40.540364,3,2.279666,1
org.apache.ivy.plugins.latest.LatestLexicographicStrategy,11,2,0,11,67,163,3,14,5,1.4160083,42,1.0,0,0.0,0.3497171,3,0,2.835762,1,4.0464,0
org.apache.ivy.plugins.resolver.ChainResolver,5,1,0,4,50,378,3,4,4,0.9739182,100,1.0,0,0.0,0.8074062,0,0,20.953182,9,2.775558,0
org.apache.ivy.core.settings.Validatable,2,3,0,3,22,127,3,25,10,0.451109,103,1.0,0,0.0,0.3924684,0,3,26.48512,2,0.914934,0
org.apache.ivy.plugins.resolver.VfsResolver,6,1,0,16,11,2,10,5,3,1.8363788,145,1.0,0,0.0,0.6161906,2,0,1.372243,1,3.209406,0
org.apache.ivy.plugins.version.AbstractVersionMatcher,6,1,0,26,68,44,2,1,15,1.9453747,125,1.0,0,0.0,0.4655522,0,1,10.92334,3,0.845823,0
org.apache.ivy.plugins.repository.ssh.AbstractSshBasedRepository,7,1,0,86,8,80,0,0,3,1.5228494,83,1.0,0,0.688907,0.8371331,0,0,3.5447,6,0.336208,0
org.apache.ivy.core.module.descriptor.License,3,1,0,48,44,383,3,1,4,1.8057941,797,1.0,2,0.0,0.7512333,0,0,26.562071,1,1.096634,0
org.apache.ivy.util.Configurator,23,2,0,3,39,26,1,5,9,1.5941622,80,1.0,3,0.964255,0.9319163,1,0,7.709891,0,3.119024,0
org.apache.ivy.core.module.descriptor.DefaultExcludeRule,8,1,0,8,77,19,6,9,2,0.9759587,249,0.0,0,0.0,0.4297042,0,0,10.270513,10,1.170269,0
org.apache.ivy.plugins.repository.TransferEvent,29,1,2,35,34,252,2,3,3,0.4982984,182,1.0,2,0.0,0.5068853,2,0,12.617831,2,1.054236,0
org.apache.ivy.plugins.repository.AbstractRepository,61,1,0,37,40,115,4,9,10,0.2211162,662,1.0,1,0.0,0.3689184,0,0,33.096479,7,0.763104,1
org.apache.ivy.plugins.resolver.RepositoryResolver,18,6,1,28,69,168,125,8,25,0.5003444,510,1.0,3,0.0,0.2060865,2,3,12.571676,9,2.050133,2
org.apache.ivy.plugins.repository.ssh.SshRepository,5,1,0,18,32,3,24,11,4,1.8821715,131,0.0,0,0.0,0.4621731,1,6,4.760859,2,0.902182,0
org.apache.ivy.plugins.version.ChainVersionMatcher,2,1,0,12,19,12,15,9,3,1.8548326,24,0.0,0,0.0,0.6301383,0,0,3.034917,20,2.267042,0
org.apache.ivy.plugins.version.VersionRangeMatcher,14,1,0,7,22,9,1,3,8,0.3511073,56,0.0,1,0.0,0.6914466,0,0,20.980998,0,1.181388,0
org.apache.ivy.util.CopyProgressListener,24,1,0,40,108,79,11,22,3,0.984662,410,0.0,2,0.0,0.7758408,0,0,34.855756,12,3.07847,1
org.apache.ivy.ant.IvyPostResolveTask,50,1,2,38,23,73,10,2,9,0.6500666,142,1.0,0,0.0,0.5026734,0,0,2.571724,3,1.444513,0
org.apache.ivy.util.filter.Filter,15,1,1,14,176,74,12,9,5,1.9948845,664,1.0,5,0.0,0.4275736,0,0,9.487818,7,0.796628,1
org.apache.ivy.core.event.download.NeedArtifactEvent,21,2,0,65,22,8,12,58,32,0.9908437,73,1.0,3,0.0,0.9467235,0,1,20.491913,2,0.750098,0
org.apache.ivy.plugins.namespace.Namespace,20,1,0,2,8,20,4,4,16,1.1345909,127,1.0,0,0.0,0.7501129,3,0,52.647174,2,0.53891,0
org.apache.ivy.plugins.matcher.GlobPatternMatcher,4,1,0,35,19,51,1,1,6,1.7283386,795,1.0,1,0.0,0.4457059,2,0,2.61352,3,0.859354,0
org.apache.ivy.core.check.CheckEngineSettings,17,1,1,61,57,339,7,7,2,1.2133444,217,0.0,0,0.0,0.5576973,2,4,19.207041,7,0.387509,3
org.apache.ivy.core.publish.PublishOptions,5,1,0,27,96,70,15,3,18,0.9257894,141,1.0,4,0.8294002,0.7668706,0,1,15.143168,9,1.163975,0
org.apache.ivy.core.cache.ResolutionCacheManager,2,1,0,14,41,145,17,8,10,1.9220136,184,0.0,1,0.9777455,0.4364739,0,0,8.212755,6,0.54684,0
org.apache.ivy.plugins.trigger.LogTrigger,26,1,1,37,55,86,4,4,13,0.3632324,203,0.0,3,0.0,0.6975621,0,0,55.443012,5,4.646206,1
org.apache.ivy.plugins.parser.ParserSettings,13,1,0,1,42,7,27,1,17,0.9858748,298,0.0,0,0.0,0.3191411,0,1,14.823292,2,1.351773,0
org.apache.ivy.util.cli.ParseException,28,1,0,53,41,63,7,5,1,1.8370027,305,1.0,2,0.0,0.5948451,0,5,5.723868,2,1.75529,0
org.apache.ivy.core.settings.IvyPattern,19,1,2,24,28,23,1,2,16,0.6534062,405,1.0,1,0.0,0.2880622,0,0,72.376794,3,1.264061,0
org.apache.ivy.ant.PackageMapping,6,1,0,13,14,48,1,5,5,1.9698133,104,0.0,3,0.9388551,0.371515,1,0,11.553984,1,0.664376,0
org.apache.ivy.core.resolve.ResolvedModuleRevision,21,3,1,4,38,21,6,7,1,0.780711,399,0.0,0,0.8678392,0.421647,1,0,31.606327,2,1.097194,1
org.apache.ivy.plugins.namespace.NamespaceRule,35,1,0,5,26,578,2,1,2,0.2682592,123,1.0,0,0.0,0.6919994,2,0,13.24582,5,1.581826,0
org.apache.ivy.core.module.descriptor.ConfigurationAware,27,1,1,49,129,68,36,14,3,1.9824276,339,1.0,0,0.0,0.596843,0,1,14.615465,11,0.763717,3
org.apache.ivy.plugins.repository.url.URLResource,9,2,0,11,31,187,1,4,8,1.9483308,456,1.0,3,0.4529591,0.4819203,0,0,13.098173,2,2.389233,2
org.apache.ivy.core.module.descriptor.Configuration,1,1,0,10,22,4,17,1,10,0.8310905,271,0.0,6,0.0,0.5871036,0,0,9.820614,4,0.92647,0
org.apache.ivy.core.report.ResolveReport,8,1,0,20,34,29,1,3,1,1.4607588,146,1.0,0,0.0,0.3912261,0,6,5.458723,2,0.688151,0
org.apache.ivy.core.sort.WarningNonMatchingVersionReporter,5,1,0,159,22,30,22,14,1,0.8834479,179,1.0,0,0.9183754,0.9315165,0,0,3.445202,1,1.669507,0
org.apache.ivy.core.sort.ModuleInSort,3,3,2,3,12,116,1,0,5,0.4807938,356,1.0,1,0.9164477,0.6865717,0,0,20.062259,0,0.512782,0
org.apache.ivy.plugins.parser.m2.PomModuleDescriptorParser,20,1,1,11,20,36,1,8,1,1.1160104,137,0.0,1,0.0,0.7949256,4,0,46.766287,1,1.271212,0
org.apache.ivy.plugins.version.Match,15,1,0,13,8,11,6,1,10,1.1540556,167,1.0,5,0.0,0.6091919,1,0,5.332455,11,1.081924,0
