name,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
org.apache.ivy.plugins.report.XmlReportParser,8,2,0,15,33,98,2,2,28,1.866334,754,0.0,0,0.8158897,0.4071677,0,0,4.805194,5,1.900536,0
org.apache.ivy.plugins.resolver.util.ResolvedResource,6,1,0,6,32,62,0,2,5,1.4180794,161,1.0,0,0.0,0.6971121,0,0,20.377067,1,1.350574,0
org.apache.ivy.core.RelativeUrlResolver,30,1,0,8,39,266,0,2,28,0.5205088,73,0.0,0,0.4925064,0.9258772,0,0,47.981666,1,0.945755,0
org.apache.ivy.plugins.circular.WarnCircularDependencyStrategy,27,1,0,55,158,160,18,4,13,1.3790271,536,0.0,0,0.0,0.6370526,0,0,22.572024,8,0.759651,1
org.apache.ivy.core.cache.CacheDownloadOptions,2,1,0,50,22,287,3,3,4,0.2356998,589,1.0,0,0.2215011,0.5908455,0,0,1.593522,0,1.294901,0
org.apache.ivy.util.FileResolver,9,4,0,22,18,98,2,2,1,1.2660414,22,1.0,1,0.0,0.787848,0,0,16.072047,1,1.56996,0
org.apache.ivy.core.deliver.DeliverEngineSettings,7,1,0,5,30,25,8,0,2,0.9808486,157,1.0,1,0.0,0.4722794,1,0,16.381849,1,0.518147,0
org.apache.ivy.core.cache.ArtifactOrigin,16,5,1,12,25,98,3,31,22,0.5958789,2117,0.0,1,0.8754431,0.7413617,0,0,9.348675,2,0.420398,0
org.apache.ivy.plugins.resolver.VsftpResolver,3,2,0,6,68,3,5,1,1,1.7687431,253,0.0,1,0.0,0.7623632,0,0,16.245695,0,1.258085,0
org.apache.ivy.core.report.DownloadReport,12,1,0,24,27,48,3,18,4,1.970073,746,0.0,2,0.0,0.5498159,4,0,15.111906,10,1.16832,1
org.apache.ivy.plugins.repository.vsftp.VsftpRepository,2,1,0,11,18,6,41,2,5,0.278966,145,0.0,5,0.0,0.6073278,0,0,60.290292,0,0.510795,0
org.apache.ivy.core.event.retrieve.EndRetrieveEvent,6,4,0,38,128,273,12,11,31,0.469436,439,1.0,0,0.8307741,0.5276033,1,1,28.957128,18,0.818191,1
org.apache.ivy.plugins.resolver.IBiblioResolver,1,3,0,6,20,7,2,2,4,0.4954623,36,0.0,0,0.726489,0.5378013,0,4,9.957809,5,1.026972,0
org.apache.ivy.plugins.trigger.AbstractTrigger,3,3,0,9,2,47,1,1,26,1.0648004,126,1.0,0,0.9945664,0.8022194,4,1,4.436278,1,1.526083,0
org.apache.ivy.plugins.conflict.RegexpConflictManager,42,2,0,23,65,147,7,6,81,1.5180113,273,1.0,1,0.0,0.5721374,0,0,35.197928,3,0.845759,2
org.apache.ivy.core.event.resolve.ResolveEvent,21,6,0,6,24,97,3,0,6,1.4237583,64,1.0,1,0.0,0.5619821,0,0,66.125252,3,0.555613,0
org.apache.ivy.core.deliver.DeliverOptions,2,1,2,16,8,275,2,6,2,1.4387955,765,1.0,3,0.0,0.6502223,0,1,6.123705,23,1.70135,0
org.apache.ivy.plugins.circular.AbstractCircularDependencyStrategy,18,3,0,37,10,297,2,30,5,1.0202683,124,1.0,2,0.0,0.4754783,3,0,0.466768,9,0.87639,0
org.apache.ivy.core.sort.ModuleDescriptorSorter,61,3,0,17,114,89,4,4,10,1.8354433,116,1.0,6,0.7008995,0.6961106,0,0,3.594133,1,0.509455,0
org.apache.ivy.core.retrieve.RetrieveEngine,32,2,0,3,34,1,10,164,5,1.3391197,198,1.0,2,0.0,0.5480368,0,0,6.584555,2,0.694851,0
org.apache.ivy.plugins.repository.vfs.VfsRepository,9,3,0,14,7,2,0,1,1,1.8652805,83,0.0,0,0.0,0.5190912,4,0,12.764884,3,0.916144,0
org.apache.ivy.plugins.latest.LatestRevisionStrategy,11,1,0,13,16,37,5,3,6,1.7031154,56,0.0,0,0.0,0.496374,1,0,6.037756,1,0.927108,0
org.apache.ivy.ant.IvyCacheTask,5,3,0,20,10,239,1,2,2,1.7718194,96,1.0,2,0.0,0.1872064,0,10,78.177358,2,0.429143,0
org.apache.ivy.ant.IvyCachePath,1,2,0,14,11,83,1,7,3,1.7691015,289,0.0,1,0.0,0.7578056,0,1,20.633367,2,0.85967,0
org.apache.ivy.plugins.conflict.LatestCompatibleConflictManager,1,2,0,2,15,136,5,0,1,1.8044386,235,0.0,2,0.0,0.3159686,1,0,6.172342,19,0.840968,0
org.apache.ivy.plugins.parser.xml.XmlModuleDescriptorWriter,5,1,0,49,11,37,13,1,16,1.1615923,201,0.0,1,0.4960652,0.7689312,0,1,17.198389,4,2.001513,0
org.apache.ivy.util.extendable.ExtendableItemHelper,8,4,0,6,33,5,1,13,0,0.4244804,292,1.0,0,0.0,0.748275,1,0,2.213335,1,0.781742,0
org.apache.ivy.plugins.resolver.FileSystemResolver,5,1,0,4,13,6,24,5,7,1.3340385,521,0.0,0,0.0,0.7512169,0,2,1.898215,6,0.886803,0
org.apache.ivy.plugins.parser.m2.PomModuleDescriptorWriter,22,6,0,19,104,67,9,14,12,0.7226704,142,1.0,0,0.0,0.4041569,1,1,27.067908,11,0.604462,1
org.apache.ivy.ant.IvyMakePom,9,3,1,7,29,58,10,1,5,1.4829374,117,0.0,2,0.6722815,0.8057839,0,0,1.534051,2,1.495907,0
org.apache.ivy.plugins.conflict.FixedConflictManager,110,1,0,4,55,33,30,1,3,0.5171166,111,1.0,2,0.378125,0.3580689,0,0,13.194179,1,3.357287,0
org.apache.ivy.core.cache.ModuleDescriptorProvider,53,1,0,55,107,528,8,9,13,1.3801394,619,0.0,1,0.0,0.4217058,4,6,172.230869,2,0.55798,2
org.apache.ivy.util.cli.Option,15,4,2,1,12,48,18,3,2,1.3807086,135,0.0,0,0.5474944,0.8785227,0,0,16.228448,4,0.760238,0
org.apache.ivy.plugins.matcher.AnyMatcher,4,1,0,4,20,19,0,2,5,1.3016441,596,1.0,0,0.0,0.5628102,0,0,18.506694,2,1.899403,0
org.apache.ivy.plugins.namespace.MRIDRule,6,1,0,7,13,26,2,2,8,0.5232276,477,1.0,0,0.0,0.3948778,0,0,12.705199,2,0.952968,0
org.apache.ivy.util.FileUtil,7,1,0,30,27,35,3,4,6,0.8454777,110,0.0,1,0.9924249,0.6781026,0,0,24.210093,1,0.635942,0
org.apache.ivy.plugins.resolver.AbstractSshBasedResolver,7,1,0,4,11,116,6,6,7,1.9053936,156,0.0,5,0.4523287,0.3876321,3,0,4.292101,2,1.194824,0
org.apache.ivy.plugins.repository.vsftp.VsftpResource,6,3,0,4,33,6,20,12,4,1.8386512,77,1.0,2,0.6174252,0.6870362,0,0,7.55539,1,4.965946,0
org.apache.ivy.core.module.descriptor.DefaultDependencyArtifactDescriptor,20,1,0,25,4,25,2,1,7,1.4388121,1032,0.0,1,0.0,0.6649976,0,0,28.444829,4,0.865923,0
org.apache.ivy.plugins.conflict.StrictConflictException,1,1,0,3,11,5,5,9,3,1.3380636,539,1.0,0,0.6334076,0.8608057,3,0,10.652844,1,2.78694,0
org.apache.ivy.ant.IvyReport,7,1,0,7,13,121,0,9,4,1.9399003,127,1.0,2,1.0,0.6876079,0,1,9.02296,3,0.351506,0
org.apache.ivy.plugins.repository.file.FileResource,24,2,6,29,16,79,17,2,1,1.5361995,98,0.0,2,0.4924641,0.2345851,0,0,8.340226,6,0.752007,0
org.apache.ivy.core.module.descriptor.DefaultModuleDescriptor,61,2,5,43,172,327,11,12,13,1.7913644,266,0.0,0,0.0,0.3740514,0,0,16.527446,3,0.815942,1
org.apache.ivy.plugins.parser.xml.XmlModuleDescriptorParser,5,1,1,3,84,27,3,5,15,0.9271113,230,1.0,0,0.8788388,0.5795909,0,0,18.289885,4,1.453108,0
org.apache.ivy.core.event.IvyEvent,10,2,0,54,41,26,3,6,7,1.1848019,753,1.0,3,0.0,0.8836559,0,4,1.96616,2,0.495984,0
org.apache.ivy.plugins.latest.AbstractLatestStrategy,13,1,0,6,43,6,5,25,4,1.3599893,195,1.0,0,0.2889663,0.5368308,0,0,4.893139,1,0.22488,0
org.apache.ivy.util.filter.FilterHelper,11,4,0,32,19,67,3,1,28,1.2190936,129,1.0,1,0.0790684,0.872284,0,0,3.588255,1,1.455897,0
org.apache.ivy.core.module.descriptor.Artifact,13,2,0,13,62,5,2,79,4,0.664341,247,1.0,1,0.0,0.651333,0,5,3.211121,2,1.724155,0
org.apache.ivy.plugins.resolver.SshResolver,8,1,0,8,26,29,0,1,8,0.9096833,129,0.0,2,0.9721054,0.7747589,0,3,34.976777,0,2.264888,0
org.apache.ivy.plugins.repository.file.FileRepository,5,1,1,7,41,49,1,7,12,0.9499908,57,1.0,1,0.0,0.5477383,2,5,9.14985,3,0.488403,0
org.apache.ivy.core.resolve.ResolveData,22,3,0,4,89,6,1,2,4,1.2514373,211,0.0,0,0.0,0.8111001,0,0,5.911934,2,0.748671,0
org.apache.ivy.core.module.descriptor.ModuleDescriptor,2,2,0,12,15,11,20,1,2,0.5620007,112,1.0,0,0.7306069,0.8731052,3,0,11.316993,0,0.37192,0
org.apache.ivy.plugins.parser.ModuleDescriptorParserRegistry,5,1,2,18,18,50,2,3,5,0.1533813,73,1.0,0,0.0,0.5795336,0,4,10.735819,3,0.702456,0
org.apache.ivy.ant.IvyRepositoryReport,2,1,17,4,8,175,19,3,3,0.8608557,28,1.0,1,0.7451293,0.9179909,0,0,43.065255,1,0.849712,0
org.apache.ivy.util.MessageLoggerHelper,7,1,0,5,13,55,4,2,2,0.4273427,359,1.0,1,0.6359238,0.6166141,0,0,0.861236,4,1.120982,0
org.apache.ivy.ant.IvyInfo,18,2,0,8,16,25,15,3,1,1.3842417,97,1.0,0,0.9804202,0.5103826,0,0,6.11857,1,0.543464,0
org.apache.ivy.core.install.InstallEngine,22,3,17,7,13,12,2,3,28,0.8930911,214,1.0,0,0.6413957,0.3647529,0,0,32.219429,1,0.83172,0
org.apache.ivy.util.extendable.UnmodifiableExtendableItem,5,1,0,10,28,7,2,5,20,1.2698473,96,0.0,1,0.3872295,0.4699838,0,0,18.198302,2,1.198182,0
org.apache.ivy.core.event.publish.PublishEvent,7,4,0,62,84,221,1,4,1,1.8601653,169,1.0,0,0.1442414,0.9072936,0,0,19.392297,4,1.831051,1
org.apache.ivy.plugins.resolver.util.ResolverHelper,5,2,0,5,39,133,3,1,8,1.9710621,102,1.0,3,0.0,0.4547921,0,0,13.311276,1,0.525776,0
org.apache.ivy.plugins.repository.LazyResource,14,1,0,30,51,66,5,15,3,0.455225,771,0.0,0,0.0,0.4964,0,1,25.963939,5,0.901143,1
org.apache.ivy.util.AbstractMessageLogger,10,2,2,6,36,72,2,5,3,0.8440873,527,1.0,0,0.7436502,0.840906,0,0,24.426208,2,2.024921,0
org.apache.ivy.core.sort.SortEngine,39,1,0,5,37,6,2,11,10,0.7114269,39,1.0,0,1.0,0.5757061,1,0,2.096552,3,3.312365,0
org.apache.ivy.core.module.id.ArtifactRevisionId,78,1,0,4,35,12,17,24,5,1.4779658,101,1.0,0,0.0,0.7115766,1,0,11.10465,1,0.564495,0
org.apache.ivy.plugins.repository.ssh.Scp,31,1,0,34,42,6,3,0,3,1.3616758,95,1.0,0,0.5062275,0.7289519,0,1,9.185364,1,1.280794,0
org.apache.ivy.util.PropertiesFile,19,1,0,15,244,83,5,5,14,1.6259561,190,0.0,0,0.3147565,0.6220175,0,0,18.816648,3,1.031304,0
org.apache.ivy.core.cache.ModuleDescriptorMemoryCache,2,2,0,2,11,171,2,4,6,0.359147,1052,1.0,0,0.4533153,0.290603,1,0,11.725316,2,0.792244,0
org.apache.ivy.plugins.version.VersionMatcher,8,2,0,32,49,3,3,10,22,0.9022813,384,0.0,0,0.0,0.7842144,0,0,14.387297,3,0.868357,0
org.apache.ivy.util.filter.NoFilter,11,1,0,3,26,2,3,15,8,0.9761701,313,1.0,0,0.0,0.4880548,4,0,10.215489,1,0.282713,0
org.apache.ivy.core.cache.CacheMetadataOptions,3,2,3,24,10,109,1,9,6,0.559421,296,0.0,2,0.0,0.398708,0,0,52.016863,0,0.694667,0
org.apache.ivy.plugins.resolver.ResolverSettings,7,2,0,3,54,8,0,11,5,0.8532917,113,1.0,0,0.0,0.6969829,2,1,8.716624,7,1.93774,0
org.apache.ivy.plugins.repository.TransferListener,9,1,0,23,17,11,1,3,10,1.8433721,144,0.0,2,0.0,0.7083193,2,5,34.455234,5,0.542585,0
org.apache.ivy.plugins.parser.ModuleDescriptorParser,5,2,0,10,165,4,1,1,6,1.733758,276,1.0,1,0.0,0.5080877,0,0,26.974261,1,1.297422,0
org.apache.ivy.core.check.CheckEngine,10,3,0,10,75,163,1,4,2,1.5474657,921,0.0,0,0.9439505,0.6817613,0,1,22.098093,1,0.63828,0
org.apache.ivy.plugins.repository.url.URLRepository,3,1,1,84,12,2,1,2,4,1.3745648,347,1.0,0,0.0,0.3773897,0,7,9.50119,3,1.370603,0
org.apache.ivy.core.resolve.ResolveProcessException,19,2,0,19,107,369,35,6,3,1.8531343,173,1.0,1,0.3628973,0.6965142,0,1,10.706507,6,0.826944,1
org.apache.ivy.plugins.circular.CircularDependencyHelper,3,2,0,21,5,104,2,0,7,1.7814403,119,1.0,0,0.0,0.5200782,0,0,6.793293,1,1.512718,0
org.apache.ivy.util.ChecksumHelper,21,1,0,32,66,91,33,9,3,1.8558845,447,1.0,2,0.8858807,0.8730422,0,0,53.696519,8,1.75277,1
org.apache.ivy.util.cli.CommandLine,16,1,0,24,68,33,25,8,1,1.2070344,425,0.0,2,0.6306181,0.7508152,0,0,7.821589,6,1.214796,1
org.apache.ivy.plugins.resolver.util.FileURLLister,9,1,3,44,22,17,12,4,3,1.7110404,164,1.0,0,0.0,0.2333331,0,0,27.633827,4,1.478612,0
org.apache.ivy.core.sort.SimpleSortEngineSettings,8,3,2,3,19,270,9,47,7,0.6252359,112,0.0,1,0.0,0.3762198,3,0,37.958445,6,2.708038,0
org.apache.ivy.util.HostUtil,6,1,0,15,328,32,2,3,3,1.7629645,67,1.0,3,0.0,0.3253978,0,0,6.715429,1,0.845595,0
org.apache.ivy.core.search.OrganisationEntry,12,5,0,13,319,16,5,8,7,1.1470417,545,1.0,0,0.0,0.5747229,0,0,36.106742,3,2.224123,1
org.apache.ivy.plugins.version.SubVersionMatcher,24,1,0,6,13,5,5,16,12,1.8830649,148,1.0,3,0.0,0.706879,3,4,24.836749,2,2.447856,0
org.apache.ivy.plugins.resolver.SFTPResolver,3,3,1,10,14,13,5,4,2,1.6122159,278,0.0,4,0.0,0.6102186,0,0,12.732828,1,0.476396,0
org.apache.ivy.core.install.InstallEngineSettings,5,2,6,1,47,13,1,0,13,1.6368686,196,1.0,1,0.0,0.6620379,0,3,6.392192,2,0.772552,0
org.apache.ivy.core.module.status.Status,19,1,1,9,10,71,49,3,4,1.9925061,345,1.0,0,0.0,0.716959,3,6,3.871802,1,2.312135,0
org.apache.ivy.tools.analyser.JarModuleFinder,6,2,0,9,5,28,2,1,6,0.400401,218,1.0,1,0.0,0.5682567,1,0,2.238802,2,0.931337,0
org.apache.ivy.core.event.download.StartArtifactDownloadEvent,5,4,0,5,23,36,12,16,3,0.8229351,131,1.0,0,0.9527365,0.4297382,1,5,14.210979,10,2.005427,0
org.apache.ivy.core.event.retrieve.StartRetrieveEvent,8,1,0,2,5,83,1,2,2,1.4778894,459,0.0,0,0.254574,0.5461246,0,0,29.156203,0,1.811398,0
org.apache.ivy.ant.IvyResolve,11,3,0,49,10,22,1,4,4,1.1858624,154,1.0,0,0.0,0.4263579,3,0,4.462342,1,1.254905,0
org.apache.ivy.plugins.resolver.DualResolver,4,1,0,7,14,31,7,9,11,1.1752872,211,1.0,6,0.0,0.676653,0,0,14.352079,5,1.058667,0
org.apache.ivy.plugins.resolver.packager.PackagerCacheEntry,23,1,0,40,24,210,3,2,11,1.7344298,115,0.0,1,0.0,0.8273405,0,0,12.076371,1,1.014691,0
org.apache.ivy.core.event.download.PrepareDownloadEvent,16,3,0,12,11,152,21,3,23,0.7921622,375,1.0,2,0.0,0.36063,0,5,11.29465,2,0.478793,0
org.apache.ivy.plugins.matcher.AbstractPatternMatcher,9,1,0,2,16,8,0,5,0,1.0246021,180,0.0,0,0.8953077,0.395932,0,0,5.47565,6,1.056866,0
org.apache.ivy.plugins.resolver.URLResolver,9,3,1,13,11,1,4,3,15,1.6000619,306,0.0,3,1.0,0.6306444,2,4,5.664982,3,2.14255,0
org.apache.ivy.plugins.resolver.packager.BuiltFileResource,4,4,1,16,45,451,16,2,14,1.8377366,552,0.0,4,0.0,0.5473165,0,8,3.795336,6,0.890208,0
org.apache.ivy.Ivy14,9,1,3,56,70,97,11,2,7,1.9513886,295,1.0,2,0.0,0.2851282,0,0,17.984011,1,1.624407,0
org.apache.ivy.ant.IvyInstall,9,1,0,17,150,17,5,7,2,1.3344981,133,1.0,0,0.0,0.3434735,0,0,5.609404,3,1.131396,1
org.apache.ivy.ant.IvyAntVariableContainer,28,1,0,23,14,681,20,3,8,1.6737802,1112,1.0,1,0.8827331,0.4164276,2,0,4.998749,1,1.183039,0
org.apache.ivy.util.MemoryUtil,14,1,1,9,27,19,1,11,5,1.109161,238,1.0,0,0.6278703,0.3312904,0,0,7.551119,2,0.340992,0
org.apache.ivy.core.event.IvyEventFilter,16,1,0,16,37,148,4,9,5,0.4866097,2423,0.0,0,0.0,0.4887648,3,0,31.241475,1,1.49992,1
org.apache.ivy.plugins.resolver.BasicResolver,6,2,17,19,158,25,6,7,9,1.2763578,826,0.0,3,0.0,0.6637535,3,1,115.660386,1,0.684388,1
org.apache.ivy.plugins.parser.m2.DefaultPomDependencyMgt,4,1,0,17,52,29,1,1,3,0.8035495,181,1.0,0,0.0,0.7847333,1,0,4.303304,1,0.879327,0
org.apache.ivy.core.module.status.StatusManager,6,1,3,2,325,69,2,1,7,0.5276164,394,1.0,2,0.8416333,0.1817082,3,0,8.395314,1,0.395085,0
org.apache.ivy.plugins.latest.LatestLexicographicStrategy,4,2,0,8,41,5,1,15,28,1.8685726,47,1.0,0,0.6875623,0.14828,0,1,65.982015,2,5.339505,0
org.apache.ivy.plugins.resolver.ChainResolver,8,1,2,9,65,156,3,2,6,0.7433157,240,0.0,1,0.3409768,0.6987807,0,4,11.16909,4,0.340789,0
org.apache.ivy.core.settings.Validatable,7,2,0,14,110,62,3,2,9,1.6205441,544,1.0,1,0.0,0.8509494,1,1,6.617608,4,1.160607,0
org.apache.ivy.plugins.resolver.VfsResolver,41,1,0,20,53,7,2,0,3,0.8713621,137,1.0,1,0.0,0.5018819,0,0,49.566548,2,1.070578,0
org.apache.ivy.plugins.version.AbstractVersionMatcher,24,1,0,24,66,4,1,6,5,1.1533104,358,1.0,0,0.0,0.4469999,2,0,1.581384,1,2.396092,0
org.apache.ivy.plugins.repository.ssh.AbstractSshBasedRepository,24,1,3,5,41,14,4,9,7,1.5860892,490,0.0,3,0.8846989,0.3378947,0,0,6.560345,1,1.002992,0
org.apache.ivy.core.module.descriptor.License,7,3,0,19,13,10,3,3,8,0.5333854,141,0.0,0,0.0,0.7073474,1,0,5.363058,7,0.485685,0
org.apache.ivy.util.Configurator,26,1,0,25,70,243,8,22,4,1.4092524,180,0.0,0,0.0,0.6199721,0,1,29.639514,2,0.625199,2
org.apache.ivy.core.module.descriptor.DefaultExcludeRule,22,1,0,63,45,29,4,1,3,1.2362575,40,1.0,1,0.6168426,0.4842493,2,0,33.329639,3,1.178471,0
org.apache.ivy.plugins.repository.TransferEvent,2,4,0,20,36,169,1,2,15,0.6489163,925,1.0,4,0.0,0.6284515,0,2,19.501759,4,1.060328,0
org.apache.ivy.plugins.repository.AbstractRepository,15,1,17,15,12,188,0,1,1,0.0825598,58,1.0,0,0.0,0.4935911,0,0,4.21525,1,1.574165,0
org.apache.ivy.plugins.resolver.RepositoryResolver,11,1,3,8,91,59,30,14,4,0.5547813,240,1.0,3,0.0,0.769269,0,0,38.673309,7,0.558125,1
org.apache.ivy.plugins.repository.ssh.SshRepository,6,2,1,2,51,22,1,1,4,0.5143482,314,1.0,1,0.0,0.406943,2,0,25.360581,1,0.777757,0
org.apache.ivy.plugins.version.ChainVersionMatcher,4,2,0,10,283,690,7,4,6,1.0843315,221,1.0,0,0.0,0.6009502,0,0,19.085167,3,1.815135,0
org.apache.ivy.plugins.version.VersionRangeMatcher,13,3,0,10,62,751,1,2,4,1.3494007,286,1.0,0,0.0,0.5650418,0,3,21.071535,2,0.516121,0
org.apache.ivy.util.CopyProgressListener,33,1,17,13,51,67,7,3,4,1.3281462,91,1.0,3,0.0,0.6465198,3,0,5.397186,2,3.448986,1
org.apache.ivy.ant.IvyPostResolveTask,13,1,0,20,27,112,0,24,5,0.2395624,404,1.0,1,0.0,0.6575182,2,0,40.046441,4,0.511668,0
org.apache.ivy.util.filter.Filter,108,1,0,24,12,8,8,10,5,1.2840838,76,1.0,0,0.0,0.9031712,0,0,5.589454,0,0.516636,0
org.apache.ivy.core.event.download.NeedArtifactEvent,20,1,0,14,31,139,4,5,1,1.0672127,461,1.0,1,0.725698,0.5364621,4,0,22.552992,7,0.230953,1
org.apache.ivy.plugins.namespace.Namespace,8,1,0,32,6,2,4,1,8,1.8783821,36,1.0,0,0.0,0.8075212,0,0,16.136767,3,0.204551,0
org.apache.ivy.plugins.matcher.GlobPatternMatcher,3,3,0,3,43,45,59,1,2,1.5853773,381,0.0,5,0.0,0.8397652,0,1,56.372686,2,1.325875,0
org.apache.ivy.core.check.CheckEngineSettings,4,4,0,2,61,32,0,1,17,0.9041176,508,1.0,3,0.7318084,0.6862474,0,4,18.322799,3,0.71739,0
org.apache.ivy.core.publish.PublishOptions,10,6,0,4,20,62,35,23,16,1.5388905,336,0.0,0,0.0,0.1662509,0,2,15.78881,5,2.649729,0
org.apache.ivy.core.cache.ResolutionCacheManager,7,1,0,90,38,438,8,10,19,0.2340885,500,1.0,3,0.0,0.9073906,3,2,9.130514,2,0.690548,0
org.apache.ivy.plugins.trigger.LogTrigger,21,1,0,5,16,90,1,4,1,1.5749104,505,0.0,0,0.0,0.4725823,0,0,24.032562,2,0.564458,0
org.apache.ivy.plugins.parser.ParserSettings,9,3,1,59,52,66,9,17,4,0.2068286,1034,1.0,0,0.9841156,0.896108,0,0,11.653181,6,1.140484,1
org.apache.ivy.util.cli.ParseException,13,1,0,9,27,1124,112,1,3,1.5246158,356,1.0,0,0.9120375,0.9342436,0,0,40.950286,1,1.089357,0
org.apache.ivy.core.settings.IvyPattern,2,1,0,2,8,61,0,3,11,0.3082981,94,0.0,0,0.0,0.4011055,0,0,15.637562,4,1.036322,0
org.apache.ivy.ant.PackageMapping,25,1,0,40,117,82,20,8,17,0.8965673,196,0.0,0,0.8991199,0.4416603,0,1,21.580526,7,0.841779,3
org.apache.ivy.core.resolve.ResolvedModuleRevision,18,5,0,7,35,13,0,1,14,1.1785722,976,1.0,0,0.7603553,0.6604959,0,0,2.817387,1,0.777393,0
org.apache.ivy.plugins.namespace.NamespaceRule,6,2,0,9,21,76,2,6,42,0.6659808,98,1.0,2,0.0,0.9092082,0,1,10.376397,6,0.84464,0
org.apache.ivy.core.module.descriptor.ConfigurationAware,18,2,0,2,38,2,2,4,3,1.8857948,68,0.0,0,0.9597343,0.6894602,0,0,6.609056,1,1.009405,0
org.apache.ivy.plugins.repository.url.URLResource,16,3,1,16,39,189,13,22,7,1.0955345,433,0.0,2,0.0,0.1558707,1,4,16.709865,6,1.207083,1
org.apache.ivy.core.module.descriptor.Configuration,3,2,0,1,15,130,0,1,8,1.495264,70,0.0,1,0.0,0.5537338,0,2,16.692341,4,0.479281,0
org.apache.ivy.core.report.ResolveReport,11,1,1,28,36,51,22,5,33,0.7493961,1056,1.0,3,0.0,0.559592,0,0,53.816921,3,1.148528,1
org.apache.ivy.core.sort.WarningNonMatchingVersionReporter,2,2,0,12,22,1,6,3,23,0.692292,223,0.0,2,0.0,0.7399286,0,0,7.80775,4,0.944481,0
org.apache.ivy.core.sort.ModuleInSort,13,3,6,10,7,31,12,1,9,1.7219595,181,1.0,0,0.0,0.4511806,0,0,17.888806,4,0.486574,0
org.apache.ivy.plugins.parser.m2.PomModuleDescriptorParser,8,1,0,5,11,89,8,22,9,1.4629735,155,0.0,2,0.0,0.562243,0,0,51.79008,3,0.876713,0
org.apache.ivy.plugins.version.Match,7,1,0,7,26,65,11,2,16,1.9125975,427,1.0,0,0.0,0.2652131,2,0,5.379064,1,0.323292,0
